sex,age,educ,hours,income_more_50K
 Male,44,16,60,1
 Male,21,9,48,0
 Male,33,9,40,0
 Male,63,13,40,1
 Female,44,9,40,0
 Male,44,14,35,1
 Female,28,9,70,0
 Male,24,13,40,0
 Female,20,10,20,0
 Female,21,10,24,0
 Male,20,9,40,0
 Male,21,9,40,0
 Male,34,10,52,0
 Female,17,7,15,0
 Female,35,7,40,0
 Male,26,9,40,0
 Male,35,9,70,0
 Male,25,9,40,0
 Male,27,10,40,0
 Male,52,11,40,1
 Female,43,13,50,0
 Male,36,14,50,1
 Male,37,9,40,0
 Female,58,9,40,0
 Male,25,12,45,0
 Male,54,14,40,0
 Male,42,10,60,0
 Male,65,13,65,1
 Female,44,9,45,0
 Male,61,3,40,0
 Male,29,9,40,0
 Male,34,10,40,1
 Female,24,10,40,0
 Male,40,12,42,1
 Male,42,15,60,1
 Male,50,9,40,0
 Female,18,9,20,0
 Male,49,9,40,0
 Male,38,9,40,0
 Male,41,9,45,0
 Male,70,10,5,0
 Male,51,10,40,1
 Female,24,13,40,0
 Male,57,9,48,1
 Female,22,10,20,0
 Male,31,10,40,1
 Female,28,10,40,0
 Male,45,9,50,0
 Male,39,9,40,1
 Female,26,10,40,0
 Male,38,9,40,0
 Male,38,14,60,1
 Male,19,9,20,0
 Male,36,9,40,1
 Male,30,9,44,0
 Male,28,14,40,1
 Male,53,5,40,0
 Male,32,13,38,0
 Male,57,15,60,1
 Female,47,14,40,0
 Male,36,10,56,0
 Female,21,7,38,0
 Male,25,13,40,1
 Female,37,9,40,0
 Female,31,9,30,0
 Male,43,9,50,0
 Female,61,9,25,0
 Male,56,10,35,0
 Male,35,13,40,0
 Female,59,4,38,0
 Male,44,10,55,1
 Female,47,14,40,0
 Male,44,13,55,1
 Male,64,10,40,0
 Male,26,9,45,0
 Male,53,13,40,1
 Male,50,13,40,0
 Female,30,9,20,0
 Female,46,9,44,0
 Male,45,9,50,1
 Female,44,9,40,0
 Male,59,10,48,1
 Male,65,16,40,1
 Female,23,9,40,0
 Female,33,10,38,0
 Female,34,9,35,0
 Female,38,11,40,0
 Male,62,13,35,1
 Male,21,10,40,0
 Male,41,9,8,0
 Male,35,9,40,0
 Male,62,10,45,0
 Male,53,9,40,1
 Male,69,10,16,0
 Female,19,10,16,0
 Male,47,13,40,1
 Male,52,10,90,1
 Male,54,9,40,0
 Male,58,9,10,0
 Male,30,9,73,1
 Female,39,9,25,0
 Male,73,13,75,0
 Male,64,13,40,0
 Male,32,9,40,0
 Male,51,9,40,1
 Male,57,13,40,0
 Male,25,9,40,0
 Male,53,9,40,0
 Female,39,10,25,0
 Female,49,9,16,0
 Female,23,13,40,0
 Male,28,13,55,1
 Male,46,14,50,1
 Male,40,10,40,0
 Male,24,9,50,0
 Male,20,9,40,0
 Male,50,6,8,0
 Female,24,13,40,0
 Male,35,9,40,0
 Female,33,13,46,0
 Male,54,13,40,0
 Male,35,9,45,0
 Male,31,9,40,1
 Male,47,10,40,0
 Female,48,9,20,0
 Male,33,11,55,0
 Male,35,13,40,1
 Female,20,10,10,0
 Male,36,1,40,0
 Female,30,13,55,0
 Male,39,10,55,1
 Male,25,10,40,0
 Female,40,9,35,0
 Male,25,9,40,0
 Female,33,9,40,0
 Male,53,10,40,0
 Male,18,7,10,0
 Male,41,9,40,0
 Male,25,13,50,0
 Male,66,4,50,0
 Female,53,10,40,0
 Male,27,9,40,0
 Female,28,9,40,0
 Male,23,9,40,0
 Male,29,6,80,0
 Female,26,10,40,0
 Male,26,9,42,0
 Male,26,5,35,0
 Male,38,9,40,0
 Male,36,3,40,0
 Male,34,10,45,1
 Male,32,9,40,0
 Male,57,9,50,1
 Female,31,10,40,0
 Female,38,13,38,0
 Female,39,9,40,0
 Male,35,9,40,0
 Female,18,7,20,0
 Male,75,10,8,0
 Male,28,9,40,0
 Female,41,14,55,0
 Male,39,5,40,1
 Male,31,10,40,0
 Female,38,9,38,0
 Female,43,10,38,0
 Male,27,9,40,0
 Male,42,14,55,1
 Female,46,13,36,0
 Female,20,9,40,0
 Female,42,10,20,0
 Female,69,9,40,0
 Female,47,11,35,0
 Male,49,9,40,0
 Female,20,10,30,0
 Female,52,3,15,0
 Male,33,3,59,0
 Female,18,7,6,0
 Female,55,9,55,0
 Male,61,4,40,0
 Male,61,10,40,1
 Male,39,13,45,1
 Male,30,10,40,0
 Female,61,9,40,0
 Female,36,12,15,0
 Male,34,10,50,0
 Male,53,14,40,1
 Female,38,11,36,1
 Male,46,13,50,1
 Male,27,9,40,0
 Female,32,7,40,0
 Female,60,13,60,1
 Male,23,13,40,0
 Female,29,13,50,1
 Male,22,9,50,0
 Male,25,9,35,0
 Male,29,13,48,0
 Male,90,9,30,0
 Female,37,9,40,0
 Male,32,9,38,0
 Male,18,9,40,0
 Female,35,10,65,0
 Male,50,5,40,0
 Male,54,9,40,1
 Male,43,13,45,1
 Male,28,9,65,1
 Male,51,5,40,0
 Male,31,10,42,0
 Female,69,9,40,0
 Male,57,13,40,1
 Female,71,10,14,0
 Female,28,6,40,0
 Male,28,6,80,0
 Male,25,9,95,0
 Male,49,12,30,0
 Male,52,5,40,0
 Male,23,13,40,0
 Male,32,3,40,0
 Female,31,10,50,0
 Male,30,9,50,0
 Male,24,9,60,0
 Male,45,12,66,0
 Male,30,9,40,0
 Male,52,13,55,1
 Female,42,9,25,0
 Male,49,9,40,0
 Male,20,9,30,0
 Female,25,13,40,0
 Male,41,5,55,0
 Female,55,9,40,0
 Male,31,11,50,0
 Female,25,13,40,0
 Male,32,9,40,0
 Male,29,10,40,0
 Female,37,9,40,0
 Female,52,4,40,0
 Female,19,10,15,0
 Male,21,10,24,0
 Male,43,12,40,0
 Male,39,10,40,0
 Male,40,10,40,1
 Female,54,2,40,0
 Male,35,13,40,0
 Female,34,11,40,0
 Male,35,10,40,1
 Male,57,16,40,1
 Female,26,13,40,0
 Female,55,13,15,0
 Female,51,13,40,0
 Male,35,12,30,0
 Male,31,9,40,0
 Female,17,7,8,0
 Female,38,9,40,0
 Male,39,15,50,1
 Male,29,9,45,0
 Female,39,11,40,0
 Male,42,10,40,1
 Male,46,14,50,1
 Male,73,4,25,0
 Female,47,10,40,0
 Female,28,9,70,0
 Male,27,6,40,0
 Male,38,15,40,1
 Male,19,9,35,0
 Male,60,11,40,1
 Male,24,10,40,0
 Male,52,7,40,0
 Female,36,13,45,0
 Female,26,14,40,0
 Male,28,13,16,0
 Male,38,13,50,1
 Male,47,14,50,1
 Female,50,13,40,1
 Male,27,9,40,0
 Female,47,10,40,0
 Female,36,6,40,0
 Male,49,9,40,0
 Male,68,10,48,1
 Female,63,9,40,0
 Male,36,9,70,1
 Female,42,10,35,0
 Female,28,14,45,0
 Female,68,9,8,0
 Female,38,9,22,0
 Male,43,13,40,1
 Male,49,10,40,1
 Female,59,9,40,0
 Male,25,13,40,1
 Female,26,12,36,0
 Female,59,10,48,0
 Male,34,10,45,0
 Male,34,14,43,1
 Female,67,9,24,0
 Female,45,11,44,0
 Male,64,4,40,0
 Male,51,14,38,1
 Male,31,13,55,1
 Male,42,13,45,1
 Male,65,3,40,0
 Male,23,10,20,0
 Male,31,10,45,0
 Female,33,6,40,0
 Male,17,7,35,0
 Male,63,14,46,0
 Male,48,9,60,1
 Male,45,12,40,0
 Male,17,6,10,0
 Male,26,9,40,0
 Female,38,10,40,0
 Female,29,9,40,0
 Female,44,10,32,0
 Male,43,14,40,0
 Male,39,13,40,0
 Male,43,9,40,0
 Female,23,9,45,0
 Female,19,9,40,0
 Male,49,5,40,0
 Male,52,10,40,0
 Male,32,9,50,0
 Male,38,13,40,0
 Female,25,3,25,0
 Male,44,10,40,0
 Male,63,4,40,0
 Female,42,9,60,0
 Male,21,10,40,0
 Male,32,10,40,0
 Female,24,9,50,0
 Male,50,9,40,0
 Male,26,13,80,1
 Male,35,9,35,0
 Male,31,13,44,1
 Male,24,2,66,0
 Male,40,9,56,0
 Male,31,13,55,0
 Male,43,9,40,0
 Male,44,9,35,1
 Female,40,13,40,0
 Male,75,3,25,0
 Male,52,10,42,0
 Male,51,3,40,0
 Male,39,13,40,0
 Male,40,12,50,1
 Male,40,10,35,0
 Male,33,9,40,0
 Male,38,10,60,1
 Male,29,11,50,0
 Female,37,10,37,0
 Male,37,9,45,1
 Male,19,9,40,0
 Male,46,9,40,0
 Male,46,12,40,1
 Male,37,10,30,0
 Female,34,10,40,0
 Female,38,10,43,0
 Male,26,9,40,0
 Female,34,13,35,0
 Male,57,13,40,0
 Male,33,7,65,0
 Male,26,10,40,0
 Female,20,9,84,0
 Male,38,13,60,1
 Male,61,10,6,0
 Male,36,16,45,1
 Male,61,9,40,1
 Male,17,10,16,0
 Male,40,10,40,1
 Male,18,7,16,0
 Female,21,12,32,0
 Male,41,9,40,0
 Female,46,7,40,0
 Male,55,9,40,0
 Male,27,12,52,0
 Male,39,9,42,0
 Male,36,9,48,0
 Male,51,10,40,0
 Male,27,13,40,0
 Male,30,13,40,1
 Male,42,9,47,0
 Female,23,13,20,0
 Male,56,11,40,1
 Male,41,10,50,0
 Male,49,9,46,0
 Female,46,11,60,0
 Male,54,9,40,0
 Male,38,10,43,1
 Male,45,15,50,1
 Male,50,15,30,1
 Female,22,10,40,0
 Male,31,9,40,0
 Male,27,9,30,0
 Male,34,9,40,0
 Male,46,7,30,0
 Male,47,13,60,1
 Male,36,11,40,0
 Male,22,9,40,0
 Male,51,9,45,0
 Male,43,10,30,0
 Male,54,10,50,0
 Female,24,5,40,0
 Male,29,15,55,0
 Female,40,10,38,0
 Male,18,7,20,0
 Male,31,13,50,0
 Male,57,16,40,1
 Female,32,14,40,0
 Male,48,14,40,1
 Male,24,10,35,0
 Female,24,12,22,0
 Male,24,11,40,0
 Female,49,13,30,1
 Male,27,9,70,0
 Female,37,10,40,0
 Male,33,10,60,1
 Male,19,10,25,0
 Female,45,13,40,1
 Female,54,14,40,0
 Male,47,9,40,0
 Female,22,10,22,0
 Male,20,9,40,0
 Male,36,5,40,0
 Male,49,9,40,0
 Male,58,4,40,1
 Female,20,10,40,0
 Female,34,13,40,0
 Female,36,14,44,1
 Female,28,13,60,0
 Male,38,11,40,0
 Male,32,7,40,0
 Male,35,9,60,0
 Male,51,12,60,0
 Male,33,10,45,0
 Female,71,14,15,0
 Male,48,14,40,1
 Male,53,9,50,0
 Male,40,11,40,1
 Male,64,9,5,0
 Male,42,9,48,1
 Male,25,9,40,1
 Female,66,10,50,1
 Female,59,14,40,1
 Male,42,10,55,1
 Male,24,9,40,0
 Female,19,9,25,0
 Female,26,10,24,0
 Male,22,9,30,0
 Male,33,10,40,0
 Male,63,7,12,0
 Male,20,10,30,0
 Male,33,3,40,0
 Female,57,4,45,0
 Male,56,9,40,0
 Male,70,11,24,1
 Male,42,9,40,1
 Female,25,13,40,0
 Male,28,10,40,1
 Male,80,9,40,0
 Female,36,6,40,0
 Male,37,14,40,1
 Male,38,9,60,1
 Female,52,9,35,0
 Female,49,9,40,0
 Male,30,9,40,0
 Male,36,10,50,1
 Male,70,15,35,1
 Male,55,10,62,1
 Female,25,13,40,0
 Female,59,9,40,1
 Male,22,10,40,0
 Male,41,12,50,0
 Male,62,9,45,1
 Female,54,9,40,0
 Female,38,9,40,0
 Male,52,9,40,1
 Male,36,7,40,0
 Male,74,9,30,1
 Female,35,3,15,0
 Male,41,8,40,0
 Female,30,11,40,0
 Male,25,9,48,0
 Male,35,10,60,1
 Male,38,13,50,1
 Male,34,14,40,1
 Male,48,14,50,1
 Female,50,3,15,0
 Female,19,9,40,0
 Male,51,10,40,0
 Male,39,13,40,0
 Female,20,7,40,0
 Male,17,7,16,0
 Male,42,10,50,1
 Female,25,10,25,0
 Female,36,9,40,0
 Female,65,16,40,0
 Male,32,13,70,1
 Male,33,13,45,0
 Female,32,10,20,0
 Male,25,9,40,0
 Female,41,10,40,0
 Male,44,9,40,1
 Male,72,6,12,0
 Male,36,9,52,0
 Male,67,9,20,0
 Male,28,9,45,0
 Male,24,7,40,0
 Male,17,4,8,0
 Female,32,13,30,0
 Female,67,7,40,0
 Male,21,10,10,0
 Male,51,14,40,0
 Male,32,2,40,0
 Male,39,10,40,1
 Female,18,10,35,0
 Male,50,13,45,1
 Female,24,6,15,0
 Female,21,10,40,0
 Female,24,13,16,0
 Male,34,11,40,0
 Male,68,6,35,0
 Male,49,6,32,0
 Female,50,9,40,0
 Female,33,12,40,0
 Male,18,10,40,0
 Female,45,11,55,1
 Female,20,9,35,0
 Male,46,13,37,1
 Female,64,9,40,0
 Male,39,16,45,0
 Male,35,9,70,0
 Male,21,10,32,0
 Male,29,12,45,0
 Female,38,13,30,1
 Female,45,9,40,0
 Male,30,14,50,1
 Female,41,10,40,1
 Male,37,9,40,0
 Male,45,13,60,1
 Female,20,9,30,0
 Male,45,9,48,1
 Male,20,9,20,0
 Female,63,10,60,1
 Male,35,10,40,0
 Male,24,13,50,0
 Male,19,10,50,0
 Male,23,9,35,0
 Female,34,13,45,0
 Male,23,7,40,0
 Male,36,3,50,1
 Male,46,9,5,0
 Male,38,13,42,1
 Female,55,8,40,0
 Male,27,10,40,0
 Male,48,10,45,1
 Female,35,9,50,0
 Male,53,10,40,1
 Male,47,9,40,0
 Male,50,10,22,0
 Male,32,10,40,0
 Male,40,9,46,0
 Male,41,10,50,1
 Male,47,13,40,0
 Female,21,10,25,0
 Male,45,14,35,0
 Female,33,4,14,0
 Female,68,10,25,0
 Male,44,15,55,1
 Male,49,6,50,0
 Male,45,16,40,1
 Male,41,10,65,1
 Male,29,4,40,0
 Male,46,10,60,0
 Male,19,9,25,0
 Male,56,6,40,0
 Male,55,9,60,0
 Male,29,9,50,0
 Female,21,9,25,0
 Male,38,9,40,0
 Male,52,3,50,0
 Female,22,9,40,0
 Male,20,9,60,0
 Male,31,9,50,0
 Male,39,9,40,0
 Female,55,10,40,0
 Male,35,12,40,0
 Female,67,9,5,0
 Male,45,13,55,1
 Male,61,14,60,1
 Male,18,9,30,0
 Male,51,13,40,0
 Male,37,9,40,0
 Female,21,10,25,0
 Female,32,10,38,0
 Male,48,9,45,0
 Male,62,4,53,0
 Male,21,10,40,0
 Male,28,9,45,0
 Male,19,6,45,0
 Female,20,10,15,0
 Male,41,13,40,0
 Female,29,13,40,0
 Male,47,13,50,1
 Male,43,13,37,1
 Male,20,10,20,0
 Male,29,13,55,1
 Female,51,13,40,0
 Male,40,11,40,1
 Male,26,3,40,0
 Female,30,13,40,0
 Female,36,9,40,0
 Male,68,9,20,0
 Female,42,10,40,1
 Male,41,9,40,0
 Male,43,13,45,1
 Male,20,10,20,0
 Male,43,13,40,0
 Male,53,9,60,1
 Male,45,10,40,1
 Male,39,9,40,0
 Male,31,14,45,0
 Male,23,10,25,0
 Female,69,9,35,0
 Female,38,14,40,0
 Male,37,9,45,1
 Female,18,9,40,0
 Male,41,9,45,0
 Female,30,13,55,1
 Male,23,12,20,0
 Male,26,13,30,0
 Male,37,9,40,0
 Female,25,10,50,0
 Male,33,10,40,1
 Male,37,13,40,1
 Male,31,13,40,0
 Male,27,10,80,0
 Male,35,14,40,1
 Female,28,10,30,1
 Male,59,9,50,0
 Male,42,13,40,0
 Male,50,9,40,1
 Female,27,12,45,0
 Female,32,10,40,0
 Male,27,9,40,0
 Male,43,13,40,0
 Male,46,7,40,1
 Male,41,10,50,1
 Female,59,14,60,1
 Female,20,10,30,0
 Male,57,13,40,1
 Male,46,9,70,0
 Male,45,4,40,0
 Male,29,9,45,0
 Male,23,7,40,0
 Male,46,9,48,0
 Male,55,9,50,1
 Male,58,10,40,1
 Female,38,11,40,0
 Male,29,10,50,0
 Male,57,9,20,0
 Female,26,13,40,0
 Male,42,13,40,1
 Male,61,9,45,1
 Male,31,10,45,1
 Male,43,9,40,0
 Male,47,13,50,1
 Male,51,9,56,1
 Male,23,9,40,0
 Female,24,9,40,0
 Male,25,10,38,0
 Male,22,10,40,0
 Male,38,11,50,0
 Female,48,9,16,1
 Male,33,9,30,0
 Male,46,14,55,1
 Female,18,4,40,0
 Male,52,9,40,0
 Male,46,13,45,1
 Male,28,9,40,0
 Male,37,10,30,0
 Female,23,10,15,0
 Male,45,14,50,1
 Female,17,6,16,0
 Male,56,14,40,1
 Male,38,12,45,0
 Male,81,4,10,0
 Female,22,10,30,0
 Female,43,10,40,0
 Female,31,12,40,0
 Male,42,13,40,1
 Male,66,10,50,0
 Male,50,9,40,1
 Male,31,10,40,0
 Female,35,10,40,0
 Female,21,10,35,0
 Female,36,13,35,0
 Male,33,4,40,0
 Female,36,13,40,0
 Male,37,9,55,0
 Male,50,9,25,0
 Male,55,10,40,1
 Female,29,9,40,0
 Female,24,10,30,0
 Male,39,10,40,1
 Male,34,13,40,0
 Female,29,4,55,0
 Male,60,10,32,1
 Female,33,14,50,1
 Male,58,5,40,0
 Male,27,10,40,0
 Female,46,10,40,0
 Male,63,9,40,0
 Female,38,10,40,0
 Male,23,10,15,0
 Female,29,13,40,1
 Female,31,15,60,1
 Male,49,9,40,1
 Male,45,16,60,1
 Male,42,5,40,0
 Male,48,9,40,0
 Male,33,9,40,0
 Male,24,10,40,0
 Male,49,10,50,0
 Male,40,10,40,0
 Male,57,11,45,0
 Female,50,9,40,0
 Male,46,13,55,1
 Male,35,10,60,0
 Female,19,10,20,0
 Female,18,6,28,0
 Male,20,9,40,0
 Male,42,9,40,0
 Male,46,9,40,1
 Female,40,9,20,1
 Male,54,14,45,1
 Male,28,9,45,0
 Male,38,10,40,1
 Female,28,10,40,0
 Male,22,7,40,0
 Male,31,13,50,1
 Male,27,9,40,0
 Male,45,13,42,1
 Male,38,13,40,1
 Female,67,12,4,1
 Male,75,14,16,0
 Female,41,14,60,1
 Male,37,13,60,1
 Female,47,9,50,0
 Male,34,13,45,1
 Male,25,9,40,0
 Female,52,9,40,0
 Male,27,9,40,0
 Male,35,9,40,0
 Female,44,8,35,0
 Male,27,9,80,1
 Male,42,10,33,0
 Female,26,5,38,0
 Male,23,9,40,0
 Female,28,9,40,0
 Male,38,9,50,0
 Male,28,10,50,0
 Female,29,9,40,0
 Male,56,5,50,0
 Male,23,13,35,0
 Female,30,10,40,0
 Male,48,10,40,0
 Male,45,10,72,0
 Male,38,14,60,1
 Male,24,9,40,0
 Male,47,16,40,1
 Female,22,9,48,0
 Female,29,10,40,0
 Male,45,12,40,0
 Male,24,9,40,0
 Male,40,9,40,0
 Male,28,5,40,1
 Female,46,13,50,1
 Female,34,10,4,0
 Male,32,10,40,0
 Male,20,9,40,0
 Male,23,10,35,0
 Male,46,9,40,0
 Female,21,9,35,0
 Male,59,14,40,1
 Male,31,10,50,0
 Female,48,10,40,0
 Male,34,4,40,0
 Male,19,10,25,0
 Male,20,10,35,0
 Male,29,13,50,0
 Male,54,10,40,1
 Male,36,9,52,0
 Male,43,13,50,1
 Male,46,13,40,1
 Male,33,14,45,1
 Female,33,6,45,0
 Male,36,10,40,0
 Male,37,9,40,1
 Male,37,11,54,1
 Male,64,8,24,0
 Male,45,9,60,0
 Female,25,13,40,0
 Male,28,11,40,0
 Female,26,9,40,0
 Male,23,9,40,0
 Female,24,9,40,0
 Female,58,10,40,0
 Female,36,11,40,0
 Male,46,10,50,0
 Female,23,4,40,0
 Male,32,10,50,0
 Male,26,9,40,0
 Female,52,3,40,0
 Female,19,9,45,0
 Male,33,13,60,1
 Male,60,9,40,0
 Male,39,10,38,0
 Male,45,13,45,0
 Female,37,10,40,0
 Male,29,12,40,0
 Male,53,10,66,0
 Male,46,10,40,0
 Male,20,10,40,0
 Female,39,14,40,0
 Female,48,10,40,1
 Male,38,9,48,0
 Male,36,9,45,0
 Female,53,4,56,0
 Male,29,9,35,0
 Male,64,4,50,0
 Male,34,10,50,1
 Male,36,9,40,0
 Female,41,13,40,0
 Female,34,9,38,0
 Male,68,5,2,0
 Male,37,13,50,1
 Male,22,10,40,0
 Male,43,8,40,0
 Female,19,10,30,0
 Male,36,10,40,0
 Male,47,9,55,1
 Female,25,11,40,0
 Male,33,10,40,0
 Female,27,10,40,0
 Male,33,10,70,0
 Female,24,9,40,0
 Female,47,10,40,0
 Male,48,6,40,0
 Male,28,9,50,0
 Male,33,13,40,1
 Male,44,13,40,1
 Male,33,11,56,0
 Female,26,10,25,0
 Male,22,11,40,0
 Male,34,10,55,1
 Male,31,10,45,0
 Female,73,9,15,0
 Male,38,11,40,0
 Female,51,10,40,1
 Male,36,10,40,0
 Male,29,10,54,1
 Male,64,9,15,1
 Male,24,10,55,0
 Female,21,10,20,0
 Male,28,10,60,1
 Male,18,7,25,0
 Male,41,9,50,0
 Male,17,5,16,0
 Male,58,16,50,1
 Male,50,13,8,0
 Male,30,7,40,0
 Male,47,9,40,0
 Male,24,10,20,0
 Male,50,10,40,0
 Male,29,14,55,0
 Male,31,16,40,1
 Male,40,9,70,1
 Female,31,10,60,0
 Male,53,5,40,0
 Female,33,9,40,0
 Male,43,13,40,0
 Female,56,10,50,1
 Female,38,13,50,1
 Female,18,7,30,0
 Male,50,9,40,1
 Female,78,9,12,0
 Male,27,7,40,0
 Female,19,10,25,0
 Female,24,13,40,0
 Male,20,10,15,0
 Male,25,14,35,0
 Female,34,13,50,1
 Male,30,11,35,0
 Female,37,14,40,0
 Male,38,9,48,1
 Male,67,9,12,0
 Male,35,9,30,0
 Male,75,9,30,0
 Female,47,10,50,0
 Male,23,6,40,0
 Female,51,9,8,0
 Male,42,9,40,0
 Female,32,10,32,1
 Female,54,9,35,0
 Female,20,10,40,0
 Male,39,9,40,1
 Male,41,9,38,1
 Female,35,9,40,0
 Male,45,13,35,1
 Female,27,13,40,0
 Male,61,4,30,1
 Male,41,9,50,0
 Male,22,10,40,0
 Male,55,10,40,1
 Male,66,13,6,0
 Male,25,10,40,0
 Female,20,10,35,0
 Female,20,10,35,0
 Male,67,13,16,0
 Male,44,10,60,1
 Male,42,9,60,1
 Male,29,10,40,0
 Female,48,10,38,1
 Female,25,9,40,0
 Female,31,9,99,1
 Female,48,13,70,1
 Male,40,14,20,0
 Male,26,10,40,0
 Female,28,9,35,0
 Male,52,10,40,1
 Male,41,9,40,0
 Female,39,13,50,0
 Female,48,9,16,0
 Female,19,9,30,0
 Male,27,10,40,0
 Male,59,11,50,0
 Male,19,10,40,0
 Male,32,9,50,0
 Male,39,9,40,0
 Male,33,9,40,0
 Male,38,9,40,0
 Male,27,10,45,0
 Female,23,9,45,0
 Male,59,11,48,0
 Male,25,13,20,0
 Male,37,12,68,0
 Male,31,9,65,0
 Female,24,12,37,0
 Female,53,13,38,0
 Male,26,10,40,0
 Female,25,10,40,1
 Male,59,7,40,0
 Female,39,9,40,0
 Male,28,10,40,0
 Male,22,9,40,0
 Male,20,9,40,0
 Female,25,10,40,0
 Male,27,10,50,0
 Male,20,9,40,0
 Female,63,10,24,0
 Male,43,6,25,0
 Female,39,10,40,0
 Male,27,13,45,0
 Female,17,6,5,0
 Male,40,15,72,0
 Male,50,10,48,1
 Female,23,13,35,0
 Male,60,9,65,1
 Female,30,9,40,0
 Male,24,9,50,0
 Female,23,13,20,0
 Male,24,13,30,0
 Male,45,13,20,0
 Male,58,10,60,1
 Male,22,10,20,0
 Male,41,10,40,0
 Male,48,4,40,1
 Male,31,9,40,0
 Male,33,15,50,1
 Male,49,13,50,0
 Male,30,13,50,1
 Male,38,9,40,0
 Male,58,9,48,0
 Female,58,13,50,0
 Male,61,9,40,0
 Male,58,9,40,1
 Male,32,11,45,1
 Male,33,9,50,0
 Female,28,13,50,1
 Female,22,10,11,0
 Male,35,9,40,1
 Male,59,9,55,0
 Male,45,15,40,1
 Male,50,9,40,0
 Female,56,8,40,0
 Male,36,9,40,0
 Male,18,6,30,0
 Male,28,10,60,0
 Male,42,11,40,1
 Male,60,9,40,0
 Male,41,10,91,0
 Male,42,13,45,1
 Male,36,9,55,1
 Male,52,14,40,1
 Male,42,9,40,0
 Male,26,10,55,1
 Female,31,13,40,0
 Female,47,3,40,0
 Male,35,10,50,0
 Male,19,5,25,0
 Female,59,10,80,1
 Male,38,13,40,1
 Male,36,13,50,0
 Female,35,14,55,0
 Male,39,9,30,0
 Male,64,10,40,0
 Female,17,6,25,0
 Male,49,10,32,0
 Female,19,10,25,0
 Female,36,9,40,0
 Male,26,9,45,0
 Female,27,3,40,0
 Male,66,13,40,1
 Male,38,4,40,0
 Female,25,13,25,0
 Female,19,9,40,0
 Male,30,12,50,1
 Male,22,11,40,0
 Male,60,10,44,1
 Male,54,10,18,1
 Male,46,9,37,0
 Male,33,10,40,0
 Female,51,14,40,0
 Male,43,15,60,1
 Female,18,9,30,0
 Male,60,9,25,0
 Male,39,9,60,0
 Female,23,13,40,0
 Female,39,12,40,0
 Male,40,10,40,0
 Male,48,10,65,1
 Male,24,9,40,0
 Male,32,9,40,0
 Male,31,10,60,0
 Male,39,9,40,0
 Female,27,14,40,0
 Male,45,14,38,0
 Female,22,9,40,0
 Male,31,13,40,0
 Female,63,9,40,0
 Male,45,13,50,1
 Female,28,10,50,0
 Female,23,13,40,0
 Male,50,9,44,1
 Male,33,8,40,0
 Male,22,10,40,0
 Male,27,13,46,1
 Male,29,10,40,0
 Female,36,9,35,0
 Male,60,2,40,1
 Male,46,13,50,0
 Female,67,14,40,0
 Female,20,10,15,0
 Male,23,13,55,0
 Male,38,9,50,0
 Male,60,15,40,1
 Female,20,10,35,0
 Female,37,10,48,0
 Male,37,9,40,0
 Male,58,9,40,0
 Male,25,13,30,0
 Female,27,10,60,0
 Male,33,10,55,0
 Female,43,10,40,0
 Male,21,10,20,0
 Male,45,9,40,0
 Male,44,3,40,0
 Male,52,4,40,0
 Male,53,9,46,1
 Female,31,9,20,0
 Male,18,7,15,0
 Female,20,9,30,0
 Male,32,9,40,0
 Male,48,6,40,0
 Male,46,9,40,0
 Male,28,9,50,0
 Male,27,9,40,0
 Female,18,10,32,0
 Male,69,9,12,1
 Male,50,14,40,1
 Female,43,9,40,0
 Female,32,13,30,0
 Female,43,9,48,0
 Male,52,9,55,1
 Male,50,13,40,1
 Female,35,10,40,1
 Female,20,9,5,0
 Female,73,9,65,0
 Female,46,9,45,0
 Male,58,9,60,1
 Male,46,15,60,1
 Male,40,9,50,0
 Male,25,13,40,0
 Female,22,12,25,0
 Male,33,13,40,0
 Male,49,11,40,0
 Female,62,6,40,0
 Male,56,10,48,0
 Female,24,9,40,0
 Female,42,9,40,0
 Female,41,14,40,0
 Male,23,13,66,0
 Male,22,10,40,0
 Male,35,13,40,0
 Male,42,9,40,0
 Male,22,9,40,0
 Male,32,9,50,0
 Male,25,9,40,0
 Female,66,3,15,0
 Male,26,9,38,0
 Male,46,10,55,0
 Male,55,13,45,1
 Male,24,9,40,0
 Male,25,9,40,0
 Female,22,10,40,0
 Male,31,9,40,0
 Female,30,9,40,0
 Male,54,9,15,0
 Female,19,10,40,0
 Female,56,5,40,1
 Male,47,9,60,0
 Male,29,9,40,0
 Male,53,9,40,0
 Female,22,9,40,0
 Male,50,13,60,1
 Female,42,9,40,1
 Male,21,10,40,0
 Female,36,9,70,0
 Male,60,3,40,1
 Female,69,11,25,0
 Male,31,9,40,0
 Female,48,10,55,0
 Female,23,9,40,0
 Male,24,12,40,1
 Male,47,9,40,1
 Female,36,9,40,0
 Male,39,12,50,1
 Female,22,9,46,0
 Male,27,13,45,1
 Male,36,9,40,0
 Male,54,2,40,0
 Female,33,9,40,0
 Male,42,9,50,1
 Male,52,10,65,0
 Male,23,13,32,0
 Male,33,2,40,0
 Female,30,11,38,0
 Male,35,11,38,0
 Female,35,11,20,1
 Male,27,9,37,0
 Male,24,9,35,0
 Male,44,9,40,0
 Female,62,11,20,0
 Male,45,13,40,1
 Male,75,9,20,0
 Male,47,13,50,0
 Male,64,15,60,0
 Male,54,9,42,1
 Male,41,13,40,1
